Tipo Test,Traffico,RTT
echo,0,0.010930776596069336
echo,0,0.02088189125061035
echo,0,0.01831674575805664
echo,0,0.018787384033203125
echo,0,0.019772052764892578
echo,0,0.019927024841308594
echo,0,0.011323928833007812
echo,0,0.017925024032592773
echo,0,0.011799335479736328
echo,0,0.018736600875854492
echo,0,0.019536256790161133
echo,0,0.020018815994262695
echo,0,0.019734621047973633
echo,0,0.01988363265991211
echo,0,0.01990365982055664
echo,0,0.020051956176757812
echo,0,0.019602537155151367
echo,0,0.02001357078552246
echo,0,0.019863128662109375
echo,0,0.01981973648071289
echo,0,0.019900083541870117
echo,0,0.011104583740234375
echo,0,0.018008708953857422
echo,0,0.012575864791870117
echo,0,0.01794600486755371
echo,0,0.01946258544921875
echo,0,0.02001786231994629
echo,0,0.019858360290527344
echo,0,0.01986408233642578
echo,0,0.019823074340820312
echo,0,0.01986861228942871
echo,0,0.01982259750366211
echo,0,0.02015233039855957
echo,0,0.019524812698364258
echo,0,0.019942283630371094
echo,0,0.020188331604003906
echo,0,0.019517183303833008
echo,0,0.01976776123046875
echo,0,0.019493579864501953
echo,0,0.01973104476928711
echo,0,0.011893749237060547
echo,0,0.017958402633666992
echo,0,0.01027989387512207
echo,0,0.01941847801208496
echo,0,0.01997685432434082
echo,0,0.019707679748535156
echo,0,0.019923686981201172
echo,0,0.011346578598022461
echo,0,0.017674684524536133
echo,0,0.01982903480529785
echo,0,0.019977092742919922
echo,0,0.01090097427368164
echo,0,0.018802404403686523
echo,0,0.011738300323486328
echo,0,0.017563343048095703
echo,0,0.01111745834350586
echo,0,0.019383907318115234
echo,0,0.011579751968383789
echo,0,0.017673492431640625
echo,0,0.02010035514831543
echo,0,0.010666847229003906
echo,0,0.0194549560546875
echo,0,0.0201113224029541
echo,0,0.019591331481933594
echo,0,0.019883394241333008
echo,0,0.019875049591064453
echo,0,0.01166081428527832
echo,0,0.01768326759338379
echo,0,0.01978325843811035
echo,0,0.020015716552734375
echo,0,0.011690139770507812
echo,0,0.018264293670654297
echo,0,0.020222187042236328
echo,0,0.019832611083984375
echo,0,0.020163774490356445
echo,0,0.01904582977294922
echo,0,0.019367456436157227
echo,0,0.011608123779296875
echo,0,0.01803755760192871
echo,0,0.0200803279876709
echo,0,0.0194704532623291
echo,0,0.01983475685119629
echo,0,0.012250185012817383
echo,0,0.017556428909301758
echo,0,0.020331859588623047
echo,0,0.019646883010864258
echo,0,0.020127058029174805
echo,0,0.019969940185546875
echo,0,0.01957988739013672
echo,0,0.020206928253173828
echo,0,0.019504308700561523
echo,0,0.01994943618774414
echo,0,0.020479679107666016
echo,0,0.019214868545532227
echo,0,0.01998281478881836
echo,0,0.020161867141723633
echo,0,0.01890087127685547
echo,0,0.020296812057495117
echo,0,0.020419597625732422
echo,0,0.01950383186340332
ping,0,16.0
ping,0,15.2
ping,0,15.6
ping,0,14.8
ping,0,15.1
ping,0,15.4
ping,0,15.5
ping,0,15.8
ping,0,16.2
ping,0,14.7
ping,0,14.9
ping,0,15.6
ping,0,15.7
ping,0,15.7
ping,0,15.7
ping,0,336
ping,0,16.1
ping,0,17.2
ping,0,15.8
ping,0,15.6
ping,0,15.4
ping,0,15.9
ping,0,15.6
ping,0,15.4
ping,0,15.9
ping,0,15.6
ping,0,16.5
ping,0,15.8
ping,0,16.0
ping,0,15.6
ping,0,15.9
ping,0,15.3
ping,0,15.7
ping,0,15.2
ping,0,15.6
ping,0,15.1
ping,0,14.7
ping,0,15.4
ping,0,15.6
ping,0,15.3
ping,0,18.5
ping,0,15.4
ping,0,15.8
ping,0,14.8
ping,0,15.4
ping,0,15.7
ping,0,16.2
ping,0,15.3
ping,0,15.6
ping,0,15.7
ping,0,15.6
ping,0,16.0
ping,0,15.4
ping,0,15.5
ping,0,15.9
ping,0,15.9
ping,0,16.0
ping,0,16.3
ping,0,15.3
ping,0,15.4
ping,0,15.8
ping,0,15.6
ping,0,15.7
ping,0,15.4
ping,0,15.6
ping,0,16.3
ping,0,15.2
ping,0,15.6
ping,0,15.8
ping,0,15.6
ping,0,15.7
ping,0,16.1
ping,0,15.3
ping,0,15.5
ping,0,15.7
ping,0,14.6
ping,0,15.3
ping,0,14.8
ping,0,14.7
ping,0,14.7
ping,0,14.4
ping,0,15.0
ping,0,14.8
ping,0,15.3
ping,0,14.8
ping,0,14.9
ping,0,14.8
ping,0,14.7
ping,0,14.6
ping,0,14.5
ping,0,14.6
ping,0,14.7
ping,0,14.6
ping,0,14.2
ping,0,15.1
ping,0,14.8
ping,0,14.9
ping,0,14.5
ping,0,15.8
ping,0,14.1
Dim payload: 8,0,0.01904463768005371
Dim payload: 16,0,0.011854171752929688
Dim payload: 32,0,0.019982576370239258
Dim payload: 64,0,0.018054723739624023
Dim payload: 128,0,0.019238948822021484
Dim payload: 256,0,0.020391464233398438
Dim payload: 512,0,0.019907712936401367
Dim payload: 1024,0,0.019996166229248047
Dim payload: 8,0,0.01880502700805664
Dim payload: 16,0,0.010793209075927734
Dim payload: 32,0,0.019311904907226562
Dim payload: 64,0,0.011520624160766602
Dim payload: 128,0,0.017625093460083008
Dim payload: 256,0,0.010962247848510742
Dim payload: 512,0,0.018719196319580078
Dim payload: 1024,0,0.020508527755737305
Dim payload: 8,0,0.019138097763061523
Dim payload: 16,0,0.010893106460571289
Dim payload: 32,0,0.019126415252685547
Dim payload: 64,0,0.01143646240234375
Dim payload: 128,0,0.017739057540893555
Dim payload: 256,0,0.020634889602661133
Dim payload: 512,0,0.019071340560913086
Dim payload: 1024,0,0.014736413955688477
Dim payload: 8,0,0.015640735626220703
Dim payload: 16,0,0.01961064338684082
Dim payload: 32,0,0.020337343215942383
Dim payload: 64,0,0.019057273864746094
Dim payload: 128,0,0.019771814346313477
Dim payload: 256,0,0.010952949523925781
Dim payload: 512,0,0.0186159610748291
Dim payload: 1024,0,0.02049088478088379
Dim payload: 8,0,0.01904153823852539
Dim payload: 16,0,0.019683122634887695
Dim payload: 32,0,0.01035761833190918
Dim payload: 64,0,0.019227266311645508
Dim payload: 128,0,0.011721134185791016
Dim payload: 256,0,0.018467426300048828
Dim payload: 512,0,0.019422054290771484
Dim payload: 1024,0,0.014851093292236328
Dim payload: 8,0,0.01568889617919922
Dim payload: 16,0,0.019248247146606445
Dim payload: 32,0,0.019954919815063477
Dim payload: 64,0,0.019307851791381836
Dim payload: 128,0,0.011767148971557617
Dim payload: 256,0,0.01842975616455078
Dim payload: 512,0,0.019518375396728516
Dim payload: 1024,0,0.020477294921875
Dim payload: 8,0,0.01941704750061035
Dim payload: 16,0,0.019088029861450195
Dim payload: 32,0,0.02049851417541504
Dim payload: 64,0,0.01092219352722168
Dim payload: 128,0,0.018099069595336914
Dim payload: 256,0,0.02028059959411621
Dim payload: 512,0,0.01451420783996582
Dim payload: 1024,0,0.01979660987854004
Dim payload: 8,0,0.015351057052612305
Dim payload: 16,0,0.019165515899658203
Dim payload: 32,0,0.011792421340942383
Dim payload: 64,0,0.018207550048828125
Dim payload: 128,0,0.011506795883178711
Dim payload: 256,0,0.01899433135986328
Dim payload: 512,0,0.01931142807006836
Dim payload: 1024,0,0.0206146240234375
Dim payload: 8,0,0.018838882446289062
Dim payload: 16,0,0.01963973045349121
Dim payload: 32,0,0.020318031311035156
Dim payload: 64,0,0.019169092178344727
Dim payload: 128,0,0.011567831039428711
Dim payload: 256,0,0.018499135971069336
Dim payload: 512,0,0.019871950149536133
Dim payload: 1024,0,0.020108699798583984
Dim payload: 8,0,0.01896381378173828
Dim payload: 16,0,0.009944438934326172
Dim payload: 32,0,0.020196199417114258
Dim payload: 64,0,0.011255025863647461
Dim payload: 128,0,0.018233537673950195
Dim payload: 256,0,0.019866228103637695
Dim payload: 512,0,0.01966404914855957
Dim payload: 1024,0,0.01421499252319336
Dim payload: 8,0,0.015044450759887695
Dim payload: 16,0,0.01160430908203125
Dim payload: 32,0,0.01814436912536621
Dim payload: 64,0,0.011448860168457031
Dim payload: 128,0,0.01763153076171875
Dim payload: 256,0,0.02060985565185547
Dim payload: 512,0,0.019308805465698242
Dim payload: 1024,0,0.01484537124633789
Dim payload: 8,0,0.015274763107299805
Dim payload: 16,0,0.01148843765258789
Dim payload: 32,0,0.01831221580505371
Dim payload: 64,0,0.011375904083251953
Dim payload: 128,0,0.017822742462158203
Dim payload: 256,0,0.014806270599365234
Dim payload: 512,0,0.0198211669921875
Dim payload: 1024,0,0.015426397323608398
Dim payload: 8,0,0.019395828247070312
Dim payload: 16,0,0.020177125930786133
Dim payload: 32,0,0.020146846771240234
Dim payload: 64,0,0.01923346519470215
Dim payload: 128,0,0.019572973251342773
Dim payload: 256,0,0.010734796524047852
Dim payload: 512,0,0.019085168838500977
Dim payload: 1024,0,0.020224332809448242
Dim payload: 8,0,0.01960897445678711
Dim payload: 16,0,0.02009105682373047
Dim payload: 32,0,0.019675016403198242
Dim payload: 64,0,0.019289493560791016
Dim payload: 128,0,0.01202535629272461
Dim payload: 256,0,0.017792701721191406
Dim payload: 512,0,0.01983475685119629
Dim payload: 1024,0,0.02018594741821289
Dim payload: 8,0,0.011636018753051758
Dim payload: 16,0,0.018239259719848633
Dim payload: 32,0,0.019743919372558594
Dim payload: 64,0,0.01934981346130371
Dim payload: 128,0,0.011676549911499023
Dim payload: 256,0,0.018201351165771484
Dim payload: 512,0,0.01998734474182129
Dim payload: 1024,0,0.014414548873901367
Dim payload: 8,0,0.015151023864746094
Dim payload: 16,0,0.02089977264404297
Dim payload: 32,0,0.019491910934448242
Dim payload: 64,0,0.019104719161987305
Dim payload: 128,0,0.019144535064697266
Dim payload: 256,0,0.02050185203552246
Dim payload: 512,0,0.01928234100341797
Dim payload: 1024,0,0.014837503433227539
Dim payload: 8,0,0.014988422393798828
Dim payload: 16,0,0.011648893356323242
Dim payload: 32,0,0.018584012985229492
Dim payload: 64,0,0.019176721572875977
Dim payload: 128,0,0.02024388313293457
Dim payload: 256,0,0.020052671432495117
Dim payload: 512,0,0.019222021102905273
Dim payload: 1024,0,0.020121097564697266
Dim payload: 8,0,0.019191980361938477
Dim payload: 16,0,0.020036935806274414
Dim payload: 32,0,0.01971125602722168
Dim payload: 64,0,0.01858663558959961
Dim payload: 128,0,0.020228862762451172
Dim payload: 256,0,0.020051956176757812
Dim payload: 512,0,0.019621610641479492
Dim payload: 1024,0,0.014610767364501953
Dim payload: 8,0,0.015211820602416992
Dim payload: 16,0,0.019513607025146484
Dim payload: 32,0,0.010160207748413086
Dim payload: 64,0,0.011601448059082031
Dim payload: 128,0,0.017479658126831055
Dim payload: 256,0,0.010750532150268555
Dim payload: 512,0,0.018939733505249023
Dim payload: 1024,0,0.02051854133605957
Dim payload: 8,0,0.011196136474609375
Dim payload: 16,0,0.017964601516723633
Dim payload: 32,0,0.010217428207397461
Dim payload: 64,0,0.011391162872314453
Dim payload: 128,0,0.017787694931030273
Dim payload: 256,0,0.020459413528442383
Dim payload: 512,0,0.019568920135498047
Dim payload: 1024,0,0.02034449577331543
Dim payload: 8,0,0.018784761428833008
Dim payload: 16,0,0.019856691360473633
Dim payload: 32,0,0.010784626007080078
Dim payload: 64,0,0.01896214485168457
Dim payload: 128,0,0.019618749618530273
Dim payload: 256,0,0.020781993865966797
Dim payload: 512,0,0.01894354820251465
Dim payload: 1024,0,0.01471400260925293
Dim payload: 8,0,0.015144109725952148
Dim payload: 16,0,0.01147603988647461
Dim payload: 32,0,0.018403053283691406
Dim payload: 64,0,0.01941537857055664
Dim payload: 128,0,0.019913673400878906
Dim payload: 256,0,0.011699199676513672
Dim payload: 512,0,0.017808914184570312
Dim payload: 1024,0,0.020243167877197266
Dim payload: 8,0,0.019364118576049805
Dim payload: 16,0,0.019832849502563477
Dim payload: 32,0,0.011816740036010742
Dim payload: 64,0,0.018007516860961914
Dim payload: 128,0,0.01987004280090332
Dim payload: 256,0,0.014802694320678711
Dim payload: 512,0,0.019904136657714844
Dim payload: 1024,0,0.019806385040283203
Dim payload: 8,0,0.015913724899291992
Dim payload: 16,0,0.01892709732055664
Dim payload: 32,0,0.02049875259399414
Dim payload: 64,0,0.018764972686767578
Dim payload: 128,0,0.019995450973510742
Dim payload: 256,0,0.02014470100402832
Dim payload: 512,0,0.019159793853759766
Dim payload: 1024,0,0.020490407943725586
Dim payload: 8,0,0.01916027069091797
Dim payload: 16,0,0.02005791664123535
Dim payload: 32,0,0.020256519317626953
Dim payload: 64,0,0.019605159759521484
Dim payload: 128,0,0.019037485122680664
Dim payload: 256,0,0.020257234573364258
Dim payload: 512,0,0.019233226776123047
Dim payload: 1024,0,0.020067691802978516
Dim payload: 8,0,0.019810914993286133
Dim payload: 16,0,0.019245624542236328
Dim payload: 32,0,0.020325660705566406
Dim payload: 64,0,0.019321680068969727
Dim payload: 128,0,0.019898653030395508
Dim payload: 256,0,0.01981973648071289
Dim payload: 512,0,0.01916360855102539
Dim payload: 1024,0,0.020206212997436523
Dim payload: 8,0,0.019322872161865234
Dim payload: 16,0,0.01955437660217285
Dim payload: 32,0,0.010953426361083984
Dim payload: 64,0,0.018729448318481445
Dim payload: 128,0,0.010231256484985352
Dim payload: 256,0,0.019835710525512695
Dim payload: 512,0,0.014406919479370117
Dim payload: 1024,0,0.019595861434936523
Dim payload: 8,0,0.01482534408569336
Dim payload: 16,0,0.010386228561401367
Dim payload: 32,0,0.01975727081298828
Dim payload: 64,0,0.019002676010131836
Dim payload: 128,0,0.010970354080200195
Dim payload: 256,0,0.01961374282836914
Dim payload: 512,0,0.019032001495361328
Dim payload: 1024,0,0.01505136489868164
Dim payload: 8,0,0.01513814926147461
Dim payload: 16,0,0.019878387451171875
Dim payload: 32,0,0.019777536392211914
Dim payload: 64,0,0.01941227912902832
Dim payload: 128,0,0.02025914192199707
Dim payload: 256,0,0.019750595092773438
Dim payload: 512,0,0.014418601989746094
Dim payload: 1024,0,0.019912004470825195
Dim payload: 8,0,0.015363693237304688
Dim payload: 16,0,0.01953911781311035
Dim payload: 32,0,0.020206212997436523
Dim payload: 64,0,0.011321544647216797
Dim payload: 128,0,0.017885684967041016
Dim payload: 256,0,0.010904312133789062
Dim payload: 512,0,0.018853187561035156
Dim payload: 1024,0,0.014731645584106445
Dim payload: 8,0,0.015263080596923828
Dim payload: 16,0,0.020092248916625977
Dim payload: 32,0,0.01961493492126465
Dim payload: 64,0,0.011520624160766602
Dim payload: 128,0,0.017709016799926758
Dim payload: 256,0,0.020726442337036133
Dim payload: 512,0,0.019029855728149414
Dim payload: 1024,0,0.02041316032409668
Dim payload: 8,0,0.019832372665405273
Dim payload: 16,0,0.018857955932617188
Dim payload: 32,0,0.01164865493774414
Dim payload: 64,0,0.018599748611450195
Dim payload: 128,0,0.01931142807006836
Dim payload: 256,0,0.02014636993408203
Dim payload: 512,0,0.019299983978271484
Dim payload: 1024,0,0.020573139190673828
Dim payload: 8,0,0.01910543441772461
Dim payload: 16,0,0.011981010437011719
Dim payload: 32,0,0.01770758628845215
Dim payload: 64,0,0.011768341064453125
Dim payload: 128,0,0.017756223678588867
Dim payload: 256,0,0.011525154113769531
Dim payload: 512,0,0.018137216567993164
Dim payload: 1024,0,0.020491361618041992
Dim payload: 8,0,0.019441843032836914
Dim payload: 16,0,0.019232749938964844
Dim payload: 32,0,0.011520147323608398
Dim payload: 64,0,0.01810932159423828
Dim payload: 128,0,0.020220041275024414
Dim payload: 256,0,0.014573097229003906
