frame.number,frame.time,ip.src,ip.dst,ip.proto,ip.len,frame.len
"1","Jul  4, 2024 10:46:26.041100065 CEST","172.24.204.146","10.22.255.154","6","60","74"
"2","Jul  4, 2024 10:46:26.054392160 CEST","10.22.255.154","172.24.204.146","6","60","74"
"3","Jul  4, 2024 10:46:26.054428460 CEST","172.24.204.146","10.22.255.154","6","52","66"
"4","Jul  4, 2024 10:46:26.054533060 CEST","172.24.204.146","10.22.255.154","6","89","103"
"5","Jul  4, 2024 10:46:26.065851256 CEST","10.22.255.154","172.24.204.146","6","52","66"
"6","Jul  4, 2024 10:46:26.065851356 CEST","10.22.255.154","172.24.204.146","6","53","67"
"7","Jul  4, 2024 10:46:26.065864956 CEST","172.24.204.146","10.22.255.154","6","52","66"
"8","Jul  4, 2024 10:46:26.065963356 CEST","172.24.204.146","10.22.255.154","6","56","70"
"9","Jul  4, 2024 10:46:26.065967656 CEST","172.24.204.146","10.22.255.154","6","195","209"
"10","Jul  4, 2024 10:46:26.068699055 CEST","172.24.204.146","10.22.255.154","6","60","74"
"11","Jul  4, 2024 10:46:26.074143953 CEST","10.22.255.154","172.24.204.146","6","52","66"
"12","Jul  4, 2024 10:46:26.086325348 CEST","10.22.255.154","172.24.204.146","6","60","74"
"13","Jul  4, 2024 10:46:26.086416948 CEST","10.22.255.154","172.24.204.146","6","52","66"
"14","Jul  4, 2024 10:46:26.086417248 CEST","10.22.255.154","172.24.204.146","6","52","66"
"15","Jul  4, 2024 10:46:26.086417348 CEST","10.22.255.154","172.24.204.146","6","53","67"
"16","Jul  4, 2024 10:46:26.086427148 CEST","172.24.204.146","10.22.255.154","6","52","66"
"17","Jul  4, 2024 10:46:26.086629348 CEST","172.24.204.146","10.22.255.154","6","60","74"
"18","Jul  4, 2024 10:46:26.086631648 CEST","172.24.204.146","10.22.255.154","6","60","74"
"19","Jul  4, 2024 10:46:26.104093342 CEST","10.22.255.154","172.24.204.146","6","60","74"
"20","Jul  4, 2024 10:46:26.104142042 CEST","172.24.204.146","10.22.255.154","6","52","66"
"21","Jul  4, 2024 10:46:26.104144942 CEST","10.22.255.154","172.24.204.146","6","52","66"
"22","Jul  4, 2024 10:46:26.104145142 CEST","10.22.255.154","172.24.204.146","6","60","74"
"23","Jul  4, 2024 10:46:26.104169042 CEST","172.24.204.146","10.22.255.154","6","52","66"
"24","Jul  4, 2024 10:46:26.104272342 CEST","172.24.204.146","10.22.255.154","6","89","103"
"25","Jul  4, 2024 10:46:26.104528842 CEST","172.24.204.146","10.22.255.154","6","52","66"
"26","Jul  4, 2024 10:46:26.115991837 CEST","10.22.255.154","172.24.204.146","6","52","66"
"27","Jul  4, 2024 10:46:26.116026037 CEST","172.24.204.146","10.22.255.154","6","52","66"
"28","Jul  4, 2024 10:46:26.123906634 CEST","10.22.255.154","172.24.204.146","6","52","66"
"29","Jul  4, 2024 10:46:26.123958834 CEST","10.22.255.154","172.24.204.146","6","52","66"
"30","Jul  4, 2024 10:46:26.137462429 CEST","172.24.204.146","10.22.255.154","6","52","66"
"31","Jul  4, 2024 10:46:26.153893423 CEST","10.22.255.154","172.24.204.146","6","54","68"
"32","Jul  4, 2024 10:46:26.153905423 CEST","172.24.204.146","10.22.255.154","6","52","66"
"33","Jul  4, 2024 10:46:26.154232723 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"34","Jul  4, 2024 10:46:26.154241523 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"35","Jul  4, 2024 10:46:26.154489223 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"36","Jul  4, 2024 10:46:26.154499423 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"37","Jul  4, 2024 10:46:26.154695423 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"38","Jul  4, 2024 10:46:26.168740717 CEST","172.24.204.146","10.22.255.154","6","60","74"
"39","Jul  4, 2024 10:46:26.169298817 CEST","10.22.255.154","172.24.204.146","6","52","66"
"40","Jul  4, 2024 10:46:26.169298917 CEST","10.22.255.154","172.24.204.146","6","52","66"
"41","Jul  4, 2024 10:46:26.169298917 CEST","10.22.255.154","172.24.204.146","6","52","66"
"42","Jul  4, 2024 10:46:26.169312417 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"43","Jul  4, 2024 10:46:26.169320017 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"44","Jul  4, 2024 10:46:26.169416717 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"45","Jul  4, 2024 10:46:26.174261015 CEST","10.22.255.154","172.24.204.146","6","52","66"
"46","Jul  4, 2024 10:46:26.174261315 CEST","10.22.255.154","172.24.204.146","6","52","66"
"47","Jul  4, 2024 10:46:26.174261315 CEST","10.22.255.154","172.24.204.146","6","52","66"
"48","Jul  4, 2024 10:46:26.174261315 CEST","10.22.255.154","172.24.204.146","6","52","66"
"49","Jul  4, 2024 10:46:26.174285715 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"50","Jul  4, 2024 10:46:26.174296715 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"51","Jul  4, 2024 10:46:26.174591915 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"52","Jul  4, 2024 10:46:26.174607115 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"53","Jul  4, 2024 10:46:26.180179613 CEST","10.22.255.154","172.24.204.146","6","52","66"
"54","Jul  4, 2024 10:46:26.180180113 CEST","10.22.255.154","172.24.204.146","6","52","66"
"55","Jul  4, 2024 10:46:26.180180113 CEST","10.22.255.154","172.24.204.146","6","52","66"
"56","Jul  4, 2024 10:46:26.180236513 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"57","Jul  4, 2024 10:46:26.180251213 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"58","Jul  4, 2024 10:46:26.180610213 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"59","Jul  4, 2024 10:46:26.185866211 CEST","10.22.255.154","172.24.204.146","6","60","74"
"60","Jul  4, 2024 10:46:26.185894211 CEST","10.22.255.154","172.24.204.146","6","52","66"
"61","Jul  4, 2024 10:46:26.185894311 CEST","10.22.255.154","172.24.204.146","6","52","66"
"62","Jul  4, 2024 10:46:26.185894411 CEST","10.22.255.154","172.24.204.146","6","52","66"
"63","Jul  4, 2024 10:46:26.185894411 CEST","10.22.255.154","172.24.204.146","6","52","66"
"64","Jul  4, 2024 10:46:26.185894511 CEST","10.22.255.154","172.24.204.146","6","52","66"
"65","Jul  4, 2024 10:46:26.185907311 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"66","Jul  4, 2024 10:46:26.185916011 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"67","Jul  4, 2024 10:46:26.185920311 CEST","172.24.204.146","10.22.255.154","6","52","66"
"68","Jul  4, 2024 10:46:26.186036111 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"69","Jul  4, 2024 10:46:26.186043811 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"70","Jul  4, 2024 10:46:26.186069611 CEST","172.24.204.146","10.22.255.154","6","68","82"
"71","Jul  4, 2024 10:46:26.186166611 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"72","Jul  4, 2024 10:46:26.193982708 CEST","10.22.255.154","172.24.204.146","6","52","66"
"73","Jul  4, 2024 10:46:26.193994008 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"74","Jul  4, 2024 10:46:26.193998308 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"75","Jul  4, 2024 10:46:26.199760906 CEST","10.22.255.154","172.24.204.146","6","52","66"
"76","Jul  4, 2024 10:46:26.199761006 CEST","10.22.255.154","172.24.204.146","6","52","66"
"77","Jul  4, 2024 10:46:26.199761106 CEST","10.22.255.154","172.24.204.146","6","52","66"
"78","Jul  4, 2024 10:46:26.199770906 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"79","Jul  4, 2024 10:46:26.199775006 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"80","Jul  4, 2024 10:46:26.199965706 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"81","Jul  4, 2024 10:46:26.199971306 CEST","172.24.204.146","10.22.255.154","6","4396","4410"
"82","Jul  4, 2024 10:46:26.199973406 CEST","172.24.204.146","10.22.255.154","6","4396","4410"
"83","Jul  4, 2024 10:46:26.205811504 CEST","10.22.255.154","172.24.204.146","6","52","66"
"84","Jul  4, 2024 10:46:26.205811604 CEST","10.22.255.154","172.24.204.146","6","52","66"
"85","Jul  4, 2024 10:46:26.205811604 CEST","10.22.255.154","172.24.204.146","6","52","66"
"86","Jul  4, 2024 10:46:26.205811704 CEST","10.22.255.154","172.24.204.146","6","52","66"
"87","Jul  4, 2024 10:46:26.205811704 CEST","10.22.255.154","172.24.204.146","6","52","66"
"88","Jul  4, 2024 10:46:26.205820804 CEST","172.24.204.146","10.22.255.154","6","4396","4410"
"89","Jul  4, 2024 10:46:26.205888904 CEST","172.24.204.146","10.22.255.154","6","4396","4410"
"90","Jul  4, 2024 10:46:26.205981304 CEST","172.24.204.146","10.22.255.154","6","4396","4410"
"91","Jul  4, 2024 10:46:26.205986704 CEST","172.24.204.146","10.22.255.154","6","4396","4410"
"92","Jul  4, 2024 10:46:26.206066304 CEST","172.24.204.146","10.22.255.154","6","4396","4410"
"93","Jul  4, 2024 10:46:26.206196403 CEST","172.24.204.146","10.22.255.154","6","1500","1514"
"94","Jul  4, 2024 10:46:26.206201803 CEST","172.24.204.146","10.22.255.154","6","4396","4410"
"95","Jul  4, 2024 10:46:26.211854701 CEST","10.22.255.154","172.24.204.146","6","52","66"
"96","Jul  4, 2024 10:46:26.211854801 CEST","10.22.255.154","172.24.204.146","6","68","82"
"97","Jul  4, 2024 10:46:26.211864201 CEST","172.24.204.146","10.22.255.154","6","52","66"
"98","Jul  4, 2024 10:46:26.211924801 CEST","10.22.255.154","172.24.204.146","6","52","66"
"99","Jul  4, 2024 10:46:26.211924901 CEST","10.22.255.154","172.24.204.146","6","52","66"
"100","Jul  4, 2024 10:46:26.211924901 CEST","10.22.255.154","172.24.204.146","6","52","66"
"101","Jul  4, 2024 10:46:26.211925001 CEST","10.22.255.154","172.24.204.146","6","52","66"
"102","Jul  4, 2024 10:46:26.211925001 CEST","10.22.255.154","172.24.204.146","6","52","66"
"103","Jul  4, 2024 10:46:26.211925001 CEST","10.22.255.154","172.24.204.146","6","52","66"
"104","Jul  4, 2024 10:46:26.211935701 CEST","172.24.204.146","10.22.255.154","6","4396","4410"
"105","Jul  4, 2024 10:46:26.211941201 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"106","Jul  4, 2024 10:46:26.212111201 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"107","Jul  4, 2024 10:46:26.212111601 CEST","172.24.204.146","10.22.255.154","6","52","66"
"108","Jul  4, 2024 10:46:26.212115401 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"109","Jul  4, 2024 10:46:26.217953799 CEST","10.22.255.154","172.24.204.146","6","52","66"
"110","Jul  4, 2024 10:46:26.217954099 CEST","10.22.255.154","172.24.204.146","6","52","66"
"111","Jul  4, 2024 10:46:26.217954099 CEST","10.22.255.154","172.24.204.146","6","52","66"
"112","Jul  4, 2024 10:46:26.217954099 CEST","10.22.255.154","172.24.204.146","6","52","66"
"113","Jul  4, 2024 10:46:26.217954099 CEST","10.22.255.154","172.24.204.146","6","52","66"
"114","Jul  4, 2024 10:46:26.217954099 CEST","10.22.255.154","172.24.204.146","6","52","66"
"115","Jul  4, 2024 10:46:26.217968299 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"116","Jul  4, 2024 10:46:26.217974999 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"117","Jul  4, 2024 10:46:26.218177399 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"118","Jul  4, 2024 10:46:26.218370999 CEST","172.24.204.146","10.22.255.154","6","804","818"
"119","Jul  4, 2024 10:46:26.223911897 CEST","10.22.255.154","172.24.204.146","6","52","66"
"120","Jul  4, 2024 10:46:26.223919997 CEST","10.22.255.154","172.24.204.146","6","52","66"
"121","Jul  4, 2024 10:46:26.223920197 CEST","10.22.255.154","172.24.204.146","6","52","66"
"122","Jul  4, 2024 10:46:26.223920197 CEST","10.22.255.154","172.24.204.146","6","52","66"
"123","Jul  4, 2024 10:46:26.223920197 CEST","10.22.255.154","172.24.204.146","6","52","66"
"124","Jul  4, 2024 10:46:26.223920197 CEST","10.22.255.154","172.24.204.146","6","52","66"
"125","Jul  4, 2024 10:46:26.223920297 CEST","10.22.255.154","172.24.204.146","6","52","66"
"126","Jul  4, 2024 10:46:26.223920297 CEST","10.22.255.154","172.24.204.146","6","52","66"
"127","Jul  4, 2024 10:46:26.223927297 CEST","172.24.204.146","10.22.255.154","6","52","66"
"128","Jul  4, 2024 10:46:26.229848895 CEST","10.22.255.154","172.24.204.146","6","52","66"
"129","Jul  4, 2024 10:46:26.229903495 CEST","10.22.255.154","172.24.204.146","6","52","66"
"130","Jul  4, 2024 10:46:26.229903595 CEST","10.22.255.154","172.24.204.146","6","52","66"
"131","Jul  4, 2024 10:46:26.229903695 CEST","10.22.255.154","172.24.204.146","6","52","66"
"132","Jul  4, 2024 10:46:26.229903695 CEST","10.22.255.154","172.24.204.146","6","52","66"
"133","Jul  4, 2024 10:46:26.229903695 CEST","10.22.255.154","172.24.204.146","6","52","66"
"134","Jul  4, 2024 10:46:26.229903695 CEST","10.22.255.154","172.24.204.146","6","52","66"
"135","Jul  4, 2024 10:46:26.229903795 CEST","10.22.255.154","172.24.204.146","6","52","66"
"136","Jul  4, 2024 10:46:26.229903795 CEST","10.22.255.154","172.24.204.146","6","52","66"
"137","Jul  4, 2024 10:46:26.229920995 CEST","10.22.255.154","172.24.204.146","6","52","66"
"138","Jul  4, 2024 10:46:26.235991292 CEST","10.22.255.154","172.24.204.146","6","52","66"
"139","Jul  4, 2024 10:46:26.235991392 CEST","10.22.255.154","172.24.204.146","6","52","66"
"140","Jul  4, 2024 10:46:26.235991392 CEST","10.22.255.154","172.24.204.146","6","52","66"
"141","Jul  4, 2024 10:46:26.235991492 CEST","10.22.255.154","172.24.204.146","6","52","66"
"142","Jul  4, 2024 10:46:26.235991492 CEST","10.22.255.154","172.24.204.146","6","52","66"
"143","Jul  4, 2024 10:46:26.235991492 CEST","10.22.255.154","172.24.204.146","6","52","66"
"144","Jul  4, 2024 10:46:26.235991492 CEST","10.22.255.154","172.24.204.146","6","52","66"
"145","Jul  4, 2024 10:46:26.235991492 CEST","10.22.255.154","172.24.204.146","6","52","66"
"146","Jul  4, 2024 10:46:26.236003792 CEST","10.22.255.154","172.24.204.146","6","52","66"
"147","Jul  4, 2024 10:46:26.241781690 CEST","10.22.255.154","172.24.204.146","6","52","66"
"148","Jul  4, 2024 10:46:26.241781790 CEST","10.22.255.154","172.24.204.146","6","52","66"
"149","Jul  4, 2024 10:46:26.241781790 CEST","10.22.255.154","172.24.204.146","6","52","66"
"150","Jul  4, 2024 10:46:26.241810190 CEST","10.22.255.154","172.24.204.146","6","52","66"
"151","Jul  4, 2024 10:46:26.241854790 CEST","10.22.255.154","172.24.204.146","6","52","66"
"152","Jul  4, 2024 10:46:26.241854890 CEST","10.22.255.154","172.24.204.146","6","52","66"
"153","Jul  4, 2024 10:46:26.247781388 CEST","10.22.255.154","172.24.204.146","6","52","66"
"154","Jul  4, 2024 10:46:26.247781488 CEST","10.22.255.154","172.24.204.146","6","52","66"
"155","Jul  4, 2024 10:46:26.247810188 CEST","10.22.255.154","172.24.204.146","6","52","66"
"156","Jul  4, 2024 10:46:26.247810188 CEST","10.22.255.154","172.24.204.146","6","52","66"
"157","Jul  4, 2024 10:46:26.247848288 CEST","10.22.255.154","172.24.204.146","6","52","66"
"158","Jul  4, 2024 10:46:26.247848388 CEST","10.22.255.154","172.24.204.146","6","52","66"
"159","Jul  4, 2024 10:46:26.247848388 CEST","10.22.255.154","172.24.204.146","6","52","66"
"160","Jul  4, 2024 10:46:26.250033187 CEST","172.24.204.146","10.22.255.154","6","60","74"
"161","Jul  4, 2024 10:46:26.253890786 CEST","10.22.255.154","172.24.204.146","6","52","66"
"162","Jul  4, 2024 10:46:26.253890886 CEST","10.22.255.154","172.24.204.146","6","52","66"
"163","Jul  4, 2024 10:46:26.253890886 CEST","10.22.255.154","172.24.204.146","6","52","66"
"164","Jul  4, 2024 10:46:26.253890886 CEST","10.22.255.154","172.24.204.146","6","52","66"
"165","Jul  4, 2024 10:46:26.253890886 CEST","10.22.255.154","172.24.204.146","6","52","66"
"166","Jul  4, 2024 10:46:26.253890986 CEST","10.22.255.154","172.24.204.146","6","52","66"
"167","Jul  4, 2024 10:46:26.259874383 CEST","10.22.255.154","172.24.204.146","6","52","66"
"168","Jul  4, 2024 10:46:26.265892481 CEST","10.22.255.154","172.24.204.146","6","60","74"
"169","Jul  4, 2024 10:46:26.265919581 CEST","172.24.204.146","10.22.255.154","6","52","66"
"170","Jul  4, 2024 10:46:26.266022881 CEST","172.24.204.146","10.22.255.154","6","84","98"
"171","Jul  4, 2024 10:46:26.284007974 CEST","10.22.255.154","172.24.204.146","6","52","66"
"172","Jul  4, 2024 10:46:26.284008074 CEST","10.22.255.154","172.24.204.146","6","84","98"
"173","Jul  4, 2024 10:46:26.284015274 CEST","172.24.204.146","10.22.255.154","6","52","66"
"174","Jul  4, 2024 10:46:26.284186574 CEST","172.24.204.146","10.22.255.154","6","52","66"
"175","Jul  4, 2024 10:46:26.295862770 CEST","10.22.255.154","172.24.204.146","6","52","66"
"176","Jul  4, 2024 10:46:26.295882270 CEST","172.24.204.146","10.22.255.154","6","52","66"
"177","Jul  4, 2024 10:46:26.303957967 CEST","10.22.255.154","172.24.204.146","6","52","66"
"178","Jul  4, 2024 10:46:26.322536660 CEST","172.24.204.146","10.22.255.154","6","60","74"
"179","Jul  4, 2024 10:46:26.334415156 CEST","10.22.255.154","172.24.204.146","6","60","74"
"180","Jul  4, 2024 10:46:26.334464255 CEST","172.24.204.146","10.22.255.154","6","52","66"
"181","Jul  4, 2024 10:46:26.334538255 CEST","172.24.204.146","10.22.255.154","6","116","130"
"182","Jul  4, 2024 10:46:26.345697751 CEST","10.22.255.154","172.24.204.146","6","52","66"
"183","Jul  4, 2024 10:46:26.345697851 CEST","10.22.255.154","172.24.204.146","6","116","130"
"184","Jul  4, 2024 10:46:26.345705151 CEST","172.24.204.146","10.22.255.154","6","52","66"
"185","Jul  4, 2024 10:46:26.345794051 CEST","172.24.204.146","10.22.255.154","6","52","66"
"186","Jul  4, 2024 10:46:26.353546448 CEST","10.22.255.154","172.24.204.146","6","52","66"
"187","Jul  4, 2024 10:46:26.357811547 CEST","10.22.255.154","172.24.204.146","6","52","66"
"188","Jul  4, 2024 10:46:26.357841347 CEST","172.24.204.146","10.22.255.154","6","52","66"
"189","Jul  4, 2024 10:46:26.383556737 CEST","172.24.204.146","10.22.255.154","6","60","74"
"190","Jul  4, 2024 10:46:26.394472233 CEST","10.22.255.154","172.24.204.146","6","60","74"
"191","Jul  4, 2024 10:46:26.394503533 CEST","172.24.204.146","10.22.255.154","6","52","66"
"192","Jul  4, 2024 10:46:26.394626233 CEST","172.24.204.146","10.22.255.154","6","180","194"
"193","Jul  4, 2024 10:46:26.413956426 CEST","10.22.255.154","172.24.204.146","6","52","66"
"194","Jul  4, 2024 10:46:26.413956626 CEST","10.22.255.154","172.24.204.146","6","180","194"
"195","Jul  4, 2024 10:46:26.413970426 CEST","172.24.204.146","10.22.255.154","6","52","66"
"196","Jul  4, 2024 10:46:26.414234426 CEST","172.24.204.146","10.22.255.154","6","52","66"
"197","Jul  4, 2024 10:46:26.425884221 CEST","10.22.255.154","172.24.204.146","6","52","66"
"198","Jul  4, 2024 10:46:26.425907421 CEST","172.24.204.146","10.22.255.154","6","52","66"
"199","Jul  4, 2024 10:46:26.433914018 CEST","10.22.255.154","172.24.204.146","6","52","66"
"200","Jul  4, 2024 10:46:26.455155210 CEST","172.24.204.146","10.22.255.154","6","60","74"
"201","Jul  4, 2024 10:46:26.465032607 CEST","10.22.255.154","172.24.204.146","6","60","74"
"202","Jul  4, 2024 10:46:26.465064207 CEST","172.24.204.146","10.22.255.154","6","52","66"
"203","Jul  4, 2024 10:46:26.465215207 CEST","172.24.204.146","10.22.255.154","6","308","322"
"204","Jul  4, 2024 10:46:26.483942600 CEST","10.22.255.154","172.24.204.146","6","52","66"
"205","Jul  4, 2024 10:46:26.483942700 CEST","10.22.255.154","172.24.204.146","6","308","322"
"206","Jul  4, 2024 10:46:26.483951200 CEST","172.24.204.146","10.22.255.154","6","52","66"
"207","Jul  4, 2024 10:46:26.484148599 CEST","172.24.204.146","10.22.255.154","6","52","66"
"208","Jul  4, 2024 10:46:26.495909595 CEST","10.22.255.154","172.24.204.146","6","52","66"
"209","Jul  4, 2024 10:46:26.495928095 CEST","172.24.204.146","10.22.255.154","6","52","66"
"210","Jul  4, 2024 10:46:26.503915892 CEST","10.22.255.154","172.24.204.146","6","52","66"
"211","Jul  4, 2024 10:46:26.522016085 CEST","172.24.204.146","10.22.255.154","6","60","74"
"212","Jul  4, 2024 10:46:26.534567981 CEST","10.22.255.154","172.24.204.146","6","60","74"
"213","Jul  4, 2024 10:46:26.534596381 CEST","172.24.204.146","10.22.255.154","6","52","66"
"214","Jul  4, 2024 10:46:26.534654481 CEST","172.24.204.146","10.22.255.154","6","564","578"
"215","Jul  4, 2024 10:46:26.554133273 CEST","10.22.255.154","172.24.204.146","6","52","66"
"216","Jul  4, 2024 10:46:26.554133373 CEST","10.22.255.154","172.24.204.146","6","564","578"
"217","Jul  4, 2024 10:46:26.554142073 CEST","172.24.204.146","10.22.255.154","6","52","66"
"218","Jul  4, 2024 10:46:26.554342973 CEST","172.24.204.146","10.22.255.154","6","52","66"
"219","Jul  4, 2024 10:46:26.565910369 CEST","10.22.255.154","172.24.204.146","6","52","66"
"220","Jul  4, 2024 10:46:26.565926569 CEST","172.24.204.146","10.22.255.154","6","52","66"
"221","Jul  4, 2024 10:46:26.573535366 CEST","10.22.255.154","172.24.204.146","6","52","66"
"222","Jul  4, 2024 10:46:26.591392759 CEST","172.24.204.146","10.22.255.154","6","60","74"
"223","Jul  4, 2024 10:46:26.604103455 CEST","10.22.255.154","172.24.204.146","6","60","74"
"224","Jul  4, 2024 10:46:26.604138955 CEST","172.24.204.146","10.22.255.154","6","52","66"
"225","Jul  4, 2024 10:46:26.604225855 CEST","172.24.204.146","10.22.255.154","6","1076","1090"
"226","Jul  4, 2024 10:46:26.624031947 CEST","10.22.255.154","172.24.204.146","6","52","66"
"227","Jul  4, 2024 10:46:26.624032047 CEST","10.22.255.154","172.24.204.146","6","52","66"
"228","Jul  4, 2024 10:46:26.624032147 CEST","10.22.255.154","172.24.204.146","6","1076","1090"
"229","Jul  4, 2024 10:46:26.624059847 CEST","172.24.204.146","10.22.255.154","6","52","66"
"230","Jul  4, 2024 10:46:26.624236347 CEST","172.24.204.146","10.22.255.154","6","52","66"
"231","Jul  4, 2024 10:46:26.635900543 CEST","10.22.255.154","172.24.204.146","6","52","66"
"232","Jul  4, 2024 10:46:26.635922243 CEST","172.24.204.146","10.22.255.154","6","52","66"
"233","Jul  4, 2024 10:46:26.660460334 CEST","172.24.204.146","10.22.255.154","6","60","74"
"234","Jul  4, 2024 10:46:26.674152028 CEST","10.22.255.154","172.24.204.146","6","60","74"
"235","Jul  4, 2024 10:46:26.674183628 CEST","172.24.204.146","10.22.255.154","6","52","66"
"236","Jul  4, 2024 10:46:26.674233528 CEST","172.24.204.146","10.22.255.154","6","1552","1566"
"237","Jul  4, 2024 10:46:26.689541823 CEST","10.22.255.154","172.24.204.146","6","52","66"
"238","Jul  4, 2024 10:46:26.689541923 CEST","10.22.255.154","172.24.204.146","6","52","66"
"239","Jul  4, 2024 10:46:26.689541923 CEST","10.22.255.154","172.24.204.146","6","1500","1514"
"240","Jul  4, 2024 10:46:26.689553623 CEST","172.24.204.146","10.22.255.154","6","52","66"
"241","Jul  4, 2024 10:46:26.689592323 CEST","10.22.255.154","172.24.204.146","6","104","118"
"242","Jul  4, 2024 10:46:26.689595723 CEST","172.24.204.146","10.22.255.154","6","52","66"
"243","Jul  4, 2024 10:46:26.689708423 CEST","172.24.204.146","10.22.255.154","6","52","66"
"244","Jul  4, 2024 10:46:26.693836121 CEST","10.22.255.154","172.24.204.146","6","52","66"
"245","Jul  4, 2024 10:46:26.704030317 CEST","10.22.255.154","172.24.204.146","6","52","66"
"246","Jul  4, 2024 10:46:26.704059817 CEST","172.24.204.146","10.22.255.154","6","52","66"
"247","Jul  4, 2024 10:46:27.203186630 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"248","Jul  4, 2024 10:46:27.203199230 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"249","Jul  4, 2024 10:46:27.204161030 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"250","Jul  4, 2024 10:46:27.204168030 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"251","Jul  4, 2024 10:46:27.204377030 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"252","Jul  4, 2024 10:46:27.219191324 CEST","10.22.255.154","172.24.204.146","6","52","66"
"253","Jul  4, 2024 10:46:27.219191424 CEST","10.22.255.154","172.24.204.146","6","52","66"
"254","Jul  4, 2024 10:46:27.219191424 CEST","10.22.255.154","172.24.204.146","6","52","66"
"255","Jul  4, 2024 10:46:27.219204924 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"256","Jul  4, 2024 10:46:27.219210124 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"257","Jul  4, 2024 10:46:27.219474424 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"258","Jul  4, 2024 10:46:27.223834023 CEST","10.22.255.154","172.24.204.146","6","52","66"
"259","Jul  4, 2024 10:46:27.223834123 CEST","10.22.255.154","172.24.204.146","6","52","66"
"260","Jul  4, 2024 10:46:27.223834223 CEST","10.22.255.154","172.24.204.146","6","52","66"
"261","Jul  4, 2024 10:46:27.223834223 CEST","10.22.255.154","172.24.204.146","6","52","66"
"262","Jul  4, 2024 10:46:27.223844723 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"263","Jul  4, 2024 10:46:27.223849723 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"264","Jul  4, 2024 10:46:27.224117323 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"265","Jul  4, 2024 10:46:27.224121923 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"266","Jul  4, 2024 10:46:27.229829820 CEST","10.22.255.154","172.24.204.146","6","52","66"
"267","Jul  4, 2024 10:46:27.229829920 CEST","10.22.255.154","172.24.204.146","6","52","66"
"268","Jul  4, 2024 10:46:27.229829920 CEST","10.22.255.154","172.24.204.146","6","52","66"
"269","Jul  4, 2024 10:46:27.229839620 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"270","Jul  4, 2024 10:46:27.229844520 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"271","Jul  4, 2024 10:46:27.230142520 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"272","Jul  4, 2024 10:46:27.235870218 CEST","10.22.255.154","172.24.204.146","6","52","66"
"273","Jul  4, 2024 10:46:27.235870318 CEST","10.22.255.154","172.24.204.146","6","52","66"
"274","Jul  4, 2024 10:46:27.235870318 CEST","10.22.255.154","172.24.204.146","6","52","66"
"275","Jul  4, 2024 10:46:27.235870318 CEST","10.22.255.154","172.24.204.146","6","52","66"
"276","Jul  4, 2024 10:46:27.235870318 CEST","10.22.255.154","172.24.204.146","6","52","66"
