frame.number,frame.time,ip.src,ip.dst,ip.proto,ip.len,frame.len
"4054","Jul  4, 2024 10:51:02.150672265 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4055","Jul  4, 2024 10:51:02.150725565 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4056","Jul  4, 2024 10:51:02.150728965 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4057","Jul  4, 2024 10:51:02.150919964 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4058","Jul  4, 2024 10:51:02.150923064 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4059","Jul  4, 2024 10:51:02.151065464 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4060","Jul  4, 2024 10:51:02.151068364 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4061","Jul  4, 2024 10:51:02.151168164 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4062","Jul  4, 2024 10:51:02.151171764 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4063","Jul  4, 2024 10:51:02.151292564 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4064","Jul  4, 2024 10:51:02.151295664 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4065","Jul  4, 2024 10:51:02.151507463 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4066","Jul  4, 2024 10:51:02.151511163 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4067","Jul  4, 2024 10:51:02.151554763 CEST","172.24.204.146","10.22.255.154","6","1500","1514"
"4068","Jul  4, 2024 10:51:02.151556363 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4069","Jul  4, 2024 10:51:02.151558063 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4070","Jul  4, 2024 10:51:02.151739463 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4071","Jul  4, 2024 10:51:02.151764363 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4072","Jul  4, 2024 10:51:02.151778163 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4073","Jul  4, 2024 10:51:02.151832463 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4074","Jul  4, 2024 10:51:02.151834963 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4075","Jul  4, 2024 10:51:02.152101162 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4076","Jul  4, 2024 10:51:02.152104662 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4077","Jul  4, 2024 10:51:02.152215562 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4078","Jul  4, 2024 10:51:02.152218562 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4079","Jul  4, 2024 10:51:02.152334362 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4080","Jul  4, 2024 10:51:02.152356562 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4081","Jul  4, 2024 10:51:02.152471062 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4082","Jul  4, 2024 10:51:02.152474962 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4083","Jul  4, 2024 10:51:02.152554962 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4084","Jul  4, 2024 10:51:02.152557762 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4085","Jul  4, 2024 10:51:02.152626262 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4086","Jul  4, 2024 10:51:02.152629062 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4087","Jul  4, 2024 10:51:02.152716861 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4088","Jul  4, 2024 10:51:02.152719361 CEST","172.24.204.146","10.22.255.154","6","2252","2266"
"4089","Jul  4, 2024 10:51:02.165951941 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4090","Jul  4, 2024 10:51:02.170442234 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4091","Jul  4, 2024 10:51:02.170454234 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4092","Jul  4, 2024 10:51:02.176601925 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4093","Jul  4, 2024 10:51:02.176602025 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4094","Jul  4, 2024 10:51:02.176602025 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4095","Jul  4, 2024 10:51:02.176602025 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4096","Jul  4, 2024 10:51:02.176602025 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4097","Jul  4, 2024 10:51:02.182463516 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4098","Jul  4, 2024 10:51:02.182479016 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4099","Jul  4, 2024 10:51:02.182493116 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4100","Jul  4, 2024 10:51:02.182540015 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4101","Jul  4, 2024 10:51:02.188554006 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4102","Jul  4, 2024 10:51:02.188594506 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4103","Jul  4, 2024 10:51:02.188607306 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4104","Jul  4, 2024 10:51:02.194448097 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4105","Jul  4, 2024 10:51:02.194448197 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4106","Jul  4, 2024 10:51:02.194453997 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4107","Jul  4, 2024 10:51:02.200449188 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4108","Jul  4, 2024 10:51:02.200467888 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4109","Jul  4, 2024 10:51:02.200482888 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4110","Jul  4, 2024 10:51:02.200535288 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4111","Jul  4, 2024 10:51:02.206519978 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4112","Jul  4, 2024 10:51:02.206519978 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4113","Jul  4, 2024 10:51:02.206520078 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4114","Jul  4, 2024 10:51:02.206526578 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4115","Jul  4, 2024 10:51:02.206549678 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4116","Jul  4, 2024 10:51:02.212465769 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4117","Jul  4, 2024 10:51:02.212502469 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4118","Jul  4, 2024 10:51:02.212515169 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4119","Jul  4, 2024 10:51:02.212542769 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4120","Jul  4, 2024 10:51:02.218511160 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4121","Jul  4, 2024 10:51:02.218511260 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4122","Jul  4, 2024 10:51:02.218511260 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4123","Jul  4, 2024 10:51:02.224436951 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4124","Jul  4, 2024 10:51:02.224458251 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4125","Jul  4, 2024 10:51:02.224484951 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4126","Jul  4, 2024 10:51:02.230437442 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4127","Jul  4, 2024 10:51:02.230457941 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4128","Jul  4, 2024 10:51:02.230507441 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4129","Jul  4, 2024 10:51:02.230507541 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4130","Jul  4, 2024 10:51:02.236556732 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4131","Jul  4, 2024 10:51:02.236599432 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4132","Jul  4, 2024 10:51:02.236611332 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4133","Jul  4, 2024 10:51:02.236644632 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4134","Jul  4, 2024 10:51:02.236644632 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4135","Jul  4, 2024 10:51:02.281016563 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4136","Jul  4, 2024 10:51:02.281022563 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4137","Jul  4, 2024 10:51:02.281241863 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4138","Jul  4, 2024 10:51:02.281245163 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4139","Jul  4, 2024 10:51:02.281433063 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4140","Jul  4, 2024 10:51:02.281436363 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4141","Jul  4, 2024 10:51:02.281689862 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4142","Jul  4, 2024 10:51:02.281710062 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4143","Jul  4, 2024 10:51:02.281889462 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4144","Jul  4, 2024 10:51:02.281892562 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4145","Jul  4, 2024 10:51:02.281970462 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4146","Jul  4, 2024 10:51:02.281972062 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4147","Jul  4, 2024 10:51:02.282060262 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4148","Jul  4, 2024 10:51:02.282063062 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4149","Jul  4, 2024 10:51:02.282198462 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4150","Jul  4, 2024 10:51:02.282201662 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4151","Jul  4, 2024 10:51:02.282303761 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4152","Jul  4, 2024 10:51:02.282307061 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4153","Jul  4, 2024 10:51:02.282498661 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4154","Jul  4, 2024 10:51:02.282501361 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4155","Jul  4, 2024 10:51:02.282746361 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4156","Jul  4, 2024 10:51:02.282749161 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4157","Jul  4, 2024 10:51:02.282917061 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4158","Jul  4, 2024 10:51:02.282920361 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4159","Jul  4, 2024 10:51:02.283118660 CEST","172.24.204.146","10.22.255.154","6","1500","1514"
"4160","Jul  4, 2024 10:51:02.283120160 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4161","Jul  4, 2024 10:51:02.283121760 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4162","Jul  4, 2024 10:51:02.283242560 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4163","Jul  4, 2024 10:51:02.283245560 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4164","Jul  4, 2024 10:51:02.283438160 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4165","Jul  4, 2024 10:51:02.283463460 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4166","Jul  4, 2024 10:51:02.283675859 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4167","Jul  4, 2024 10:51:02.283679359 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4168","Jul  4, 2024 10:51:02.283827559 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4169","Jul  4, 2024 10:51:02.283830859 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4170","Jul  4, 2024 10:51:02.283995159 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4171","Jul  4, 2024 10:51:02.283996759 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4172","Jul  4, 2024 10:51:02.284097259 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4173","Jul  4, 2024 10:51:02.284099259 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4174","Jul  4, 2024 10:51:02.284155259 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4175","Jul  4, 2024 10:51:02.284158559 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4176","Jul  4, 2024 10:51:02.284250958 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4177","Jul  4, 2024 10:51:02.284254558 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4178","Jul  4, 2024 10:51:02.284436958 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4179","Jul  4, 2024 10:51:02.284439858 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4180","Jul  4, 2024 10:51:02.284715558 CEST","172.24.204.146","10.22.255.154","6","2252","2266"
"4181","Jul  4, 2024 10:51:02.295985840 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4182","Jul  4, 2024 10:51:02.300454733 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4183","Jul  4, 2024 10:51:02.300471233 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4184","Jul  4, 2024 10:51:02.306450024 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4185","Jul  4, 2024 10:51:02.306470324 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4186","Jul  4, 2024 10:51:02.306537924 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4187","Jul  4, 2024 10:51:02.306537924 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4188","Jul  4, 2024 10:51:02.312546615 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4189","Jul  4, 2024 10:51:02.312546715 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4190","Jul  4, 2024 10:51:02.312546715 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4191","Jul  4, 2024 10:51:02.312546715 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4192","Jul  4, 2024 10:51:02.312546715 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4193","Jul  4, 2024 10:51:02.318440306 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4194","Jul  4, 2024 10:51:02.318458806 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4195","Jul  4, 2024 10:51:02.318501706 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4196","Jul  4, 2024 10:51:02.324445896 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4197","Jul  4, 2024 10:51:02.324450396 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4198","Jul  4, 2024 10:51:02.324469096 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4199","Jul  4, 2024 10:51:02.330440387 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4200","Jul  4, 2024 10:51:02.330448187 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4201","Jul  4, 2024 10:51:02.330462887 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4202","Jul  4, 2024 10:51:02.330464387 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4203","Jul  4, 2024 10:51:02.336493178 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4204","Jul  4, 2024 10:51:02.336493178 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4205","Jul  4, 2024 10:51:02.336522978 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4206","Jul  4, 2024 10:51:02.336562578 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4207","Jul  4, 2024 10:51:02.342437669 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4208","Jul  4, 2024 10:51:02.342458769 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4209","Jul  4, 2024 10:51:02.342474269 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4210","Jul  4, 2024 10:51:02.342510569 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4211","Jul  4, 2024 10:51:02.342535369 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4212","Jul  4, 2024 10:51:02.348437559 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4213","Jul  4, 2024 10:51:02.348456859 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4214","Jul  4, 2024 10:51:02.348501359 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4215","Jul  4, 2024 10:51:02.354437450 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4216","Jul  4, 2024 10:51:02.354462250 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4217","Jul  4, 2024 10:51:02.354462250 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4218","Jul  4, 2024 10:51:02.360443241 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4219","Jul  4, 2024 10:51:02.360451441 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4220","Jul  4, 2024 10:51:02.360466541 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4221","Jul  4, 2024 10:51:02.366434632 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4222","Jul  4, 2024 10:51:02.366459332 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4223","Jul  4, 2024 10:51:02.366474832 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4224","Jul  4, 2024 10:51:02.366524632 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4225","Jul  4, 2024 10:51:02.366524732 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4226","Jul  4, 2024 10:51:02.411997561 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4227","Jul  4, 2024 10:51:02.412002261 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4228","Jul  4, 2024 10:51:02.412994360 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4229","Jul  4, 2024 10:51:02.412996160 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4230","Jul  4, 2024 10:51:02.413135160 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4231","Jul  4, 2024 10:51:02.413137760 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4232","Jul  4, 2024 10:51:02.413276559 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4233","Jul  4, 2024 10:51:02.413279759 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4234","Jul  4, 2024 10:51:02.413497559 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4235","Jul  4, 2024 10:51:02.413500959 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4236","Jul  4, 2024 10:51:02.413685259 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4237","Jul  4, 2024 10:51:02.413687959 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4238","Jul  4, 2024 10:51:02.413873758 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4239","Jul  4, 2024 10:51:02.413876758 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4240","Jul  4, 2024 10:51:02.414018958 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4241","Jul  4, 2024 10:51:02.414022458 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4242","Jul  4, 2024 10:51:02.414107258 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4243","Jul  4, 2024 10:51:02.414110358 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4244","Jul  4, 2024 10:51:02.414330158 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4245","Jul  4, 2024 10:51:02.414334458 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4246","Jul  4, 2024 10:51:02.414499657 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4247","Jul  4, 2024 10:51:02.414500957 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4248","Jul  4, 2024 10:51:02.414644657 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4249","Jul  4, 2024 10:51:02.414647257 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4250","Jul  4, 2024 10:51:02.414706657 CEST","172.24.204.146","10.22.255.154","6","1500","1514"
"4251","Jul  4, 2024 10:51:02.414708157 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4252","Jul  4, 2024 10:51:02.414709557 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4253","Jul  4, 2024 10:51:02.414756257 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4254","Jul  4, 2024 10:51:02.414869057 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4255","Jul  4, 2024 10:51:02.414890257 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4256","Jul  4, 2024 10:51:02.414963657 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4257","Jul  4, 2024 10:51:02.414990857 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4258","Jul  4, 2024 10:51:02.415019457 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4259","Jul  4, 2024 10:51:02.415021357 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4260","Jul  4, 2024 10:51:02.415121557 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4261","Jul  4, 2024 10:51:02.415124957 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4262","Jul  4, 2024 10:51:02.415369756 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4263","Jul  4, 2024 10:51:02.415372456 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4264","Jul  4, 2024 10:51:02.415457556 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4265","Jul  4, 2024 10:51:02.415498056 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4266","Jul  4, 2024 10:51:02.415602856 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4267","Jul  4, 2024 10:51:02.415606456 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4268","Jul  4, 2024 10:51:02.415685256 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4269","Jul  4, 2024 10:51:02.415688656 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4270","Jul  4, 2024 10:51:02.415996155 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4271","Jul  4, 2024 10:51:02.416028655 CEST","172.24.204.146","10.22.255.154","6","2252","2266"
"4272","Jul  4, 2024 10:51:02.425975340 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4273","Jul  4, 2024 10:51:02.430489633 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4274","Jul  4, 2024 10:51:02.430489733 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4275","Jul  4, 2024 10:51:02.436447224 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4276","Jul  4, 2024 10:51:02.436452224 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4277","Jul  4, 2024 10:51:02.436489224 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4278","Jul  4, 2024 10:51:02.436489324 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4279","Jul  4, 2024 10:51:02.436513224 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4280","Jul  4, 2024 10:51:02.442431114 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4281","Jul  4, 2024 10:51:02.442472514 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4282","Jul  4, 2024 10:51:02.442472614 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4283","Jul  4, 2024 10:51:02.442494714 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4284","Jul  4, 2024 10:51:02.448441205 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4285","Jul  4, 2024 10:51:02.448484405 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4286","Jul  4, 2024 10:51:02.448484405 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4287","Jul  4, 2024 10:51:02.454443696 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4288","Jul  4, 2024 10:51:02.454483396 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4289","Jul  4, 2024 10:51:02.454483496 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4290","Jul  4, 2024 10:51:02.460455087 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4291","Jul  4, 2024 10:51:02.460455187 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4292","Jul  4, 2024 10:51:02.460455187 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4293","Jul  4, 2024 10:51:02.460455187 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4294","Jul  4, 2024 10:51:02.466538177 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4295","Jul  4, 2024 10:51:02.466561777 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4296","Jul  4, 2024 10:51:02.466561877 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4297","Jul  4, 2024 10:51:02.466565077 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4298","Jul  4, 2024 10:51:02.466610677 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4299","Jul  4, 2024 10:51:02.472447668 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4300","Jul  4, 2024 10:51:02.472470668 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4301","Jul  4, 2024 10:51:02.472470668 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4302","Jul  4, 2024 10:51:02.472473668 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4303","Jul  4, 2024 10:51:02.478436159 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4304","Jul  4, 2024 10:51:02.478461459 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4305","Jul  4, 2024 10:51:02.478461459 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4306","Jul  4, 2024 10:51:02.484474950 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4307","Jul  4, 2024 10:51:02.484474950 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4308","Jul  4, 2024 10:51:02.484485949 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4309","Jul  4, 2024 10:51:02.490435440 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4310","Jul  4, 2024 10:51:02.490456740 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4311","Jul  4, 2024 10:51:02.490500340 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4312","Jul  4, 2024 10:51:02.496436331 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4313","Jul  4, 2024 10:51:02.496460831 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4314","Jul  4, 2024 10:51:02.496518931 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4315","Jul  4, 2024 10:51:02.496519031 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4316","Jul  4, 2024 10:51:02.496519031 CEST","10.22.255.154","172.24.204.146","6","52","66"
"4317","Jul  4, 2024 10:51:02.543010859 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4318","Jul  4, 2024 10:51:02.543036559 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4319","Jul  4, 2024 10:51:02.543215359 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4320","Jul  4, 2024 10:51:02.543216959 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
"4321","Jul  4, 2024 10:51:02.543460758 CEST","172.24.204.146","10.22.255.154","6","2948","2962"
